户型,建筑面积,朝向,楼层,装修,建筑年代,电梯,产权性质,住宅类别,建筑结构,建筑类别,区域,学校,总价,单价
4室2厅 ,114.1平米,南,低层,简装修,2004年,无 ,普通商品房,普通住宅,平层,板楼,岳麓,1,110,9641元/平米
4室2厅 ,114.21平米,南,低层,精装修,2006年,无 ,个人产权,普通住宅,平层,塔楼,长沙县,1,68.8,6024元/平米
4室2厅 ,114.43平米,南,中层,毛坯,2018年,有 ,个人产权,普通住宅,平层,板楼,岳麓,0,158,13808元/平米
4室2厅 ,114.98平米,南,中层,精装修,2008年,无 ,商品房,普通住宅,,板楼,长沙县,0,110,9567元/平米
4室2厅 ,114.99平米,南,低层,精装修,2004年,有 ,商品房,普通住宅,,板楼,开福,0,120,10436元/平米
4室2厅 ,114.99平米,南,低楼层,暂无,,,,,,,开福,0,120,10436元/平米
4室2厅 ,114平米,东南,中层,毛坯,2018年,有 ,商品房,普通住宅,平层,钢混,岳麓,0,94.8,8316元/平米
4室2厅 ,114平米,南,高层,毛坯,2019年,有 ,商品房,普通住宅,,板楼,望城,1,93.9,8237元/平米
4室2厅 ,114平米,南,高层,豪华装修,2011年,有 ,商品房,普通住宅,,板楼,岳麓,0,106,9299元/平米
4室2厅 ,114平米,南,中层,精装修,1998年,有 ,个人产权,普通住宅,平层,钢混,开福,0,145,12720元/平米
4室2厅 ,114平米,南,高层,精装修,2015年,有 ,商品房,普通住宅,开间,板楼,望城,1,103,9036元/平米
4室2厅 ,115.14平米,南,低层,简装修,2001年,无 ,个人产权,普通住宅,平层,钢混,岳麓,0,115,9988元/平米
4室2厅 ,115.31平米,东南,高层,暂无,2014年,有 ,个人产权,普通住宅,平层,板楼,长沙县,0,110,9540元/平米
4室2厅 ,115.31平米,东南,中层,简装修,1998年,有 ,个人产权,普通住宅,,,长沙县,1,110,9540元/平米
4室2厅 ,115.36平米,南,高层,简装修,2002年,有 ,房改房,普通住宅,平层,,长沙县,1,93,8062元/平米
4室2厅 ,115.43平米,南,低楼层,暂无,,,,,,,长沙县,1,108.8,9426元/平米
4室2厅 ,115.43平米,南,高层,简装修,2003年,有 ,商品房,,,板楼,长沙县,0,106,9184元/平米
4室2厅 ,115.47平米,南,低层,中装修,2006年,无 ,个人产权,普通住宅,平层,板楼,天心,0,125,10826元/平米
4室2厅 ,115.47平米,南,中层,简装修,1998年,无 ,商品房,,,板楼,天心,1,125,10826元/平米
4室2厅 ,115.52平米,南,高层,简装修,2004年,有 ,个人产权,普通住宅,平层,钢混,长沙县,0,112,9696元/平米
4室2厅 ,115.75平米,南,低层,精装修,2015年,有 ,商品房(免税),普通住宅,平层,板楼,岳麓,0,150,12959元/平米
4室2厅 ,115.87平米,南,低楼层,暂无,,,,,,,雨花,0,85.6,7388元/平米
4室2厅 ,115平米,南,中层,精装修,2009年,无 ,商品房(免税),普通住宅,平层,板楼,长沙县,0,119.9,10427元/平米
4室2厅 ,115平米,南,中层,简装修,2001年,有 ,个人产权,普通住宅,平层,板楼,长沙县,1,115,10000元/平米
4室2厅 ,115平米,南,中层,精装修,,有 ,商品房,普通住宅,平层,板楼,长沙县,0,115,10000元/平米
4室2厅 ,115平米,南,中层,精装修,2008年,有 ,商品房,普通住宅,平层,板楼,望城,0,97,8435元/平米
4室2厅 ,115平米,南,中层,精装修,2014年,有 ,个人产权,普通住宅,平层,板楼,长沙县,0,103.8,9027元/平米
4室2厅 ,115平米,南,低层,豪华装修,2005年,有 ,商品房,,,板楼,长沙县,1,112.8,9809元/平米
4室2厅 ,115平米,南,中层,精装修,2009年,有 ,商品房,普通住宅,平层,板楼,开福,0,170,14783元/平米
4室2厅 ,116.09平米,东,中层,简装修,2015年,有 ,商品房,,,板楼,雨花,1,102,8787元/平米
4室2厅 ,116.52平米,南,高层,毛坯,2017年,有 ,个人产权,普通住宅,平层,板楼,岳麓,1,160,13732元/平米
4室2厅 ,116.55平米,南,中层,精装修,2010年,无 ,个人产权,普通住宅,平层,,芙蓉,0,200,17161元/平米
4室2厅 ,116.85平米,南,低楼层,暂无,,,,,,,天心,1,98,8387元/平米
4室2厅 ,116.85平米,南,中层,毛坯,2016年,有 ,个人产权,普通住宅,平层,板楼,天心,1,98,8387元/平米
4室2厅 ,116.9平米,南,中层,毛坯,2000年,有 ,商品房,,,板楼,长沙县,0,102,8726元/平米
4室2厅 ,116平米,北,高楼层,暂无,,,,,,,岳麓,1,150,12932元/平米
4室2厅 ,116平米,南,高层,精装修,2006年,有 ,商品房,,,板楼,天心,1,140.8,12138元/平米
4室2厅 ,116平米,南,中层,精装修,2009年,有 ,个人产权,普通住宅,平层,钢混,天心,1,140.8,12138元/平米
4室2厅 ,116平米,南,中层,精装修,2013年,有 ,商品房,普通住宅,平层,板楼,望城,1,93.8,8087元/平米
4室2厅 ,116平米,南,中层,简装修,1998年,无 ,商品房,普通住宅,平层,板楼,岳麓,0,173.8,14983元/平米
4室2厅 ,116平米,南,低楼层,暂无,,,,,,,长沙县,1,112,9656元/平米
4室2厅 ,116平米,南,低层,精装修,2009年,有 ,商品房,,,板楼,天心,0,107,9225元/平米
4室2厅 ,117.04平米,南,高层,中装修,1998年,无 ,经济适用房,普通住宅,平层,板楼,天心,1,86.8,7417元/平米
4室2厅 ,117.06平米,南,高层,暂无,2002年,有 ,商品房,普通住宅,平层,板楼,望城,1,121.8,10405元/平米
4室2厅 ,117.1平米,南,低层,毛坯,2019年,有 ,商品房,普通住宅,平层,板楼,岳麓,1,116,9907元/平米
4室2厅 ,117.49平米,南,中楼层,暂无,,,,,,,望城,1,138.8,11814元/平米
4室2厅 ,117.54平米,南,中层,中装修,2002年,有 ,个人产权,普通住宅,平层,板楼,开福,0,146,12422元/平米
4室2厅 ,117.95平米,南,中层,精装修,2012年,有 ,商品房,普通住宅,跃层,板楼,岳麓,1,228,19331元/平米
4室2厅 ,117.95平米,南,中层,毛坯,2013年,无 ,个人产权,普通住宅,平层,板楼,岳麓,0,228,19331元/平米
4室2厅 ,117平米,东南,低楼层,暂无,,,,,,,长沙县,1,126.5,10812元/平米
4室2厅 ,117平米,东南,高层,毛坯,2003年,无 ,个人产权,,平层,塔楼,长沙县,1,126.5,10812元/平米
4室2厅 ,117平米,南,中层,精装修,2016年,无 ,商品房,普通住宅,平层,板楼,天心,0,108.5,9274元/平米
4室2厅 ,117平米,南,中楼层,暂无,,,,,,,望城,0,112.5,9616元/平米
4室2厅 ,117平米,南,高楼层,暂无,,,,,,,望城,0,114.9,9821元/平米
4室2厅 ,117平米,南,中层,精装修,2003年,有 ,商品房,普通住宅,平层,板楼,望城,0,114.9,9821元/平米
4室2厅 ,117平米,南,中层,简装修,1998年,无 ,房改房,普通住宅,平层,板楼,望城,0,175.8,15026元/平米
4室2厅 ,117平米,南,高层,精装修,2010年,有 ,商品房,普通住宅,,板楼,岳麓,0,155,13248元/平米
4室2厅 ,117平米,南,中层,精装修,2010年,有 ,个人产权,普通住宅,平层,钢混,岳麓,0,155,13248元/平米
4室2厅 ,117平米,南,低层,毛坯,2014年,,,,,,芙蓉,1,180,15385元/平米
4室2厅 ,117平米,南,高层,中装修,2004年,有 ,个人产权,普通住宅,,板楼,芙蓉,0,180,15385元/平米
4室2厅 ,117平米,南,中层,简装修,2004年,有 ,商品房,普通住宅,平层,板楼,长沙县,1,110,9402元/平米
4室2厅 ,118.14平米,南,低层,毛坯,2019年,有 ,商品房,普通住宅,平层,板楼,岳麓,0,165,13967元/平米
4室2厅 ,118.14平米,南,低楼层,暂无,,,,,,,岳麓,0,165,13967元/平米
4室2厅 ,118.45平米,南,高楼层,暂无,,,,,,,岳麓,1,175,14775元/平米
4室2厅 ,118.54平米,南,高层,毛坯,2014年,有 ,商品房,普通住宅,,板楼,长沙县,1,103,8690元/平米
4室2厅 ,118.59平米,南,高楼层,暂无,,,,,,,长沙县,1,95.8,8079元/平米
4室2厅 ,118.69平米,南,高楼层,暂无,2014年,,,,,,岳麓,1,90.8,7651元/平米
4室2厅 ,118.89平米,南,中层,简装修,2002年,无 ,个人产权,,平层,板楼,长沙县,1,98,8243元/平米
4室2厅 ,118.8平米,东南,低层,中装修,2006年,有 ,个人产权,普通住宅,平层,板楼,长沙县,0,112,9428元/平米
4室2厅 ,118.96平米,南,中层,简装修,2002年,有 ,商品房,普通住宅,,板楼,开福,1,113,9499元/平米
4室2厅 ,118.96平米,南,高层,中装修,2007年,无 ,个人产权,普通住宅,平层,钢混,开福,0,113,9499元/平米
4室2厅 ,118平米,南,中层,精装修,2020年,有 ,个人产权,普通住宅,,塔板结合,长沙县,1,135,11441元/平米
4室2厅 ,118平米,南,中楼层,暂无,,,,,,,开福,0,90,7628元/平米
4室2厅 ,118平米,南,低层,精装修,2004年,无 ,商品房,商住楼,平层,板楼,开福,1,90,7628元/平米
4室2厅 ,118平米,南,高楼层,暂无,,,,,,,天心,0,72.9,6178元/平米
4室2厅 ,118平米,南,中层,精装修,2020年,无 ,商品房(免税),普通住宅,平层,板楼,望城,1,105.8,8967元/平米
4室2厅 ,118平米,南,高层,毛坯,2019年,有 ,商品房,,,板楼,望城,0,105.8,8967元/平米
4室2厅 ,118平米,南,高层,精装修,2004年,有 ,商品房,普通住宅,平层,板楼,开福,1,102.8,8712元/平米
4室2厅 ,118平米,南,中层,精装修,2005年,无 ,个人产权,普通住宅,平层,板楼,开福,0,102.8,8712元/平米
4室2厅 ,118平米,南,高层,简装修,2002年,有 ,个人产权,普通住宅,平层,板楼,长沙县,0,110,9323元/平米
4室2厅 ,118平米,南,中层,精装修,2015年,有 ,个人产权,普通住宅,平层,钢混,长沙县,0,110,9323元/平米
4室2厅 ,119.12平米,南,中层,毛坯,2019年,有 ,商品房,普通住宅,平层,板楼,雨花,0,100,8395元/平米
4室2厅 ,119.12平米,南,高楼层,暂无,,,,,,,雨花,0,100,8395元/平米
4室2厅 ,119.29平米,南,高层,简装修,2000年,有 ,个人产权,普通住宅,平层,钢混,岳麓,0,162,13581元/平米
4室2厅 ,119.48平米,南,中层,精装修,2004年,有 ,个人产权,普通住宅,平层,板楼,长沙县,1,138,11551元/平米
4室2厅 ,119.52平米,南,高层,精装修,2004年,有 ,个人产权,普通住宅,平层,钢混,雨花,0,149,12467元/平米
4室2厅 ,119.52平米,南,高层,简装修,2000年,有 ,商品房,普通住宅,,板楼,雨花,0,149,12467元/平米
4室2厅 ,119.57平米,南,低层,豪华装修,2000年,有 ,商品房,普通住宅,,板楼,雨花,1,79.8,6674元/平米
4室2厅 ,119.7平米,南,低层,精装修,2006年,有 ,个人产权,普通住宅,平层,板楼,岳麓,0,146,12198元/平米
4室2厅 ,119.82平米,南,低楼层,暂无,,,,,,,岳麓,0,142.8,11918元/平米
4室2厅 ,119.87平米,南,中层,简装修,2000年,无 ,商品房,普通住宅,平层,板楼,岳麓,1,135,11263元/平米
4室2厅 ,119.9平米,南,中层,精装修,2006年,有 ,商品房,,,板楼,芙蓉,0,92,7674元/平米
4室2厅 ,119平米,北,低楼层,暂无,,,,,,,芙蓉,0,107.9,9068元/平米
4室2厅 ,120.13平米,南,高层,中装修,2000年,无 ,房改房,普通住宅,平层,,长沙县,0,73.8,6144元/平米
4室2厅 ,120.28平米,南,中层,暂无,2012年,有 ,商品房,普通住宅,平层,塔板结合,长沙县,0,125,10393元/平米
4室2厅 ,120.34平米,东南,低层,简装修,2005年,有 ,商品房,普通住宅,,板楼,开福,0,156,12964元/平米
4室2厅 ,120.47平米,东南,高层,简装修,2008年,有 ,个人产权,普通住宅,平层,钢混,岳麓,0,285.8,23724元/平米
4室2厅 ,120.47平米,东南,低楼层,暂无,2013年,,,,,,岳麓,0,285.8,23724元/平米
4室2厅 ,120.97平米,南,高层,中装修,2006年,无 ,商品房,普通住宅,平层,钢混,雨花,1,138,11408元/平米
4室2厅 ,120.97平米,南,中层,精装修,2006年,无 ,商品房,普通住宅,平层,板楼,天心,1,200,16534元/平米
4室2厅 ,120.98平米,南,中楼层,暂无,,,,,,,长沙县,0,120,9919元/平米
4室2厅 ,120平米,东南,高层,豪华装修,2014年,有 ,商品房,普通住宅,,板楼,长沙县,0,90,7500元/平米
4室2厅 ,120平米,东南,低层,精装修,2012年,有 ,商品房,普通住宅,,板楼,长沙县,1,90,7500元/平米
4室2厅 ,120平米,南,高楼层,暂无,,,,,,,长沙县,0,142,11834元/平米
4室2厅 ,120平米,南,高层,精装修,2012年,有 ,商品房,,,板楼,长沙县,0,158,13167元/平米
4室2厅 ,120平米,南,高层,简装修,2011年,有 ,商品房,,,板楼,开福,0,159.8,13317元/平米
4室2厅 ,121.08平米,南,低层,简装修,2006年,有 ,商品房,普通住宅,平层,板楼,芙蓉,0,85,7021元/平米
4室2厅 ,121.13平米,南,中层,精装修,2020年,有 ,个人产权,,平层,板楼,岳麓,0,119.8,9891元/平米
4室2厅 ,121.19平米,南,高层,精装修,2004年,有 ,个人产权,普通住宅,平层,板楼,天心,0,125,10315元/平米
4室2厅 ,121.24平米,南,高楼层,暂无,,,,,,,芙蓉,1,165,13610元/平米
4室2厅 ,121.26平米,南,低层,中装修,2008年,无 ,个人产权,普通住宅,平层,钢混,芙蓉,1,115,9484元/平米
4室2厅 ,121.35平米,南,低层,精装修,2014年,有 ,商品房,普通住宅,平层,钢混,雨花,0,159.6,13153元/平米
4室2厅 ,121.43平米,南,高层,精装修,2008年,有 ,个人产权,普通住宅,复式,钢混,雨花,1,145,11942元/平米
4室2厅 ,121.59平米,南,高层,简装修,2000年,无 ,商品房,,,板楼,长沙县,1,120,9870元/平米
4室2厅 ,121.68平米,东南,高层,精装修,2014年,有 ,商品房,普通住宅,平层,板楼,岳麓,0,105,8630元/平米
4室2厅 ,121.6平米,东南,低层,精装修,2012年,无 ,商品房,普通住宅,,板楼,开福,1,170,13981元/平米
4室2厅 ,121.72平米,南,中层,中装修,2002年,有 ,个人产权,普通住宅,平层,塔楼,长沙县,1,119,9777元/平米
4室2厅 ,121.73平米,南,中楼层,暂无,,,,,,,雨花,1,103.8,8528元/平米
4室2厅 ,121.75平米,南,中层,简装修,2009年,有 ,商品房,,,板楼,开福,1,134,11007元/平米
4室2厅 ,121.88平米,南,中层,精装修,2006年,有 ,个人产权,普通住宅,平层,板楼,开福,0,89,7303元/平米
4室2厅 ,121.8平米,南,高层,简装修,1995年,无 ,商品房,普通住宅,平层,板楼,芙蓉,0,113,9278元/平米
4室2厅 ,121.92平米,南,中楼层,暂无,,,,,,,开福,1,152,12468元/平米
4室2厅 ,121平米,南,高层,精装修,2003年,无 ,商品房,普通住宅,平层,板楼,岳麓,1,134,11075元/平米
4室2厅 ,121平米,南,中层,简装修,2012年,有 ,商品房,普通住宅,,板楼,岳麓,0,135,11158元/平米
4室2厅 ,121平米,南,中层,精装修,2010年,有 ,个人产权,普通住宅,平层,板楼,长沙县,0,120,9918元/平米
4室2厅 ,121平米,南,低楼层,暂无,,,,,,,岳麓,1,128,10579元/平米
4室2厅 ,122.05平米,南,低层,精装修,2004年,有 ,商品房,普通住宅,平层,塔楼,长沙县,1,120,9833元/平米
4室2厅 ,122.05平米,南,中层,简装修,1998年,无 ,商品房,普通住宅,平层,板楼,长沙县,0,120,9833元/平米
4室2厅 ,122.05平米,南,低楼层,暂无,,,,,,,长沙县,0,120,9833元/平米
4室2厅 ,122.15平米,南,中层,简装修,1998年,有 ,个人产权,普通住宅,平层,钢混,芙蓉,0,82.2,6730元/平米
4室2厅 ,122.18平米,南,高层,精装修,2015年,无 ,商品房,普通住宅,平层,板楼,天心,0,119,9740元/平米
4室2厅 ,122.18平米,南,低层,精装修,2012年,有 ,商品房,普通住宅,,板楼,天心,0,119,9740元/平米
4室2厅 ,122.18平米,南,中层,中装修,2012年,有 ,商品房,普通住宅,平层,板楼,天心,0,114,9331元/平米
4室2厅 ,122.18平米,南,中层,精装修,2003年,有 ,个人产权,普通住宅,平层,板楼,天心,1,114,9331元/平米
4室2厅 ,122.23平米,南,高层,简装修,2008年,无 ,商品房,普通住宅,平层,砖混,岳麓,0,188,15381元/平米
4室2厅 ,122.32平米,南,低层,毛坯,2018年,有 ,商品房,普通住宅,平层,钢混,岳麓,1,450,36789元/平米
4室2厅 ,122.41平米,西南,中层,简装修,2010年,有 ,个人产权,普通住宅,平层,板楼,雨花,0,165,13480元/平米
4室2厅 ,122.49平米,南,高层,精装修,2020年,无 ,商品房,商住楼,平层,,岳麓,0,155,12655元/平米
4室2厅 ,122.4平米,南,高层,精装修,2006年,有 ,个人产权,普通住宅,平层,板楼,天心,1,122.8,10033元/平米
4室2厅 ,122.74平米,南,低层,精装修,2014年,无 ,商品房,普通住宅,平层,板楼,开福,1,96,7822元/平米
4室2厅 ,122.76平米,南,中层,精装修,2006年,有 ,商品房,普通住宅,,板楼,岳麓,0,220,17922元/平米
4室2厅 ,122.82平米,南,中层,暂无,1998年,无 ,商品房,普通住宅,平层,板楼,望城,0,125,10178元/平米
4室2厅 ,122.88平米,南,高楼层,暂无,,,,,,,望城,0,106,8627元/平米
4室2厅 ,122平米,东南,中层,精装修,,无 ,个人产权,普通住宅,平层,板楼,开福,1,170,13935元/平米
4室2厅 ,122平米,东南,高层,简装修,2001年,无 ,商品房,普通住宅,平层,钢混,长沙县,1,145,11886元/平米
4室2厅 ,122平米,南,高楼层,暂无,,,,,,,岳麓,0,340,27869元/平米
4室2厅 ,122平米,南,中层,简装修,1999年,无 ,商品房,普通住宅,平层,板楼,岳麓,0,130,10656元/平米
4室2厅 ,122平米,南,中层,精装修,2019年,有 ,个人产权,普通住宅,平层,平房,岳麓,0,122,10000元/平米
4室2厅 ,122平米,南,中层,毛坯,2020年,有 ,商品房(免税),普通住宅,平层,板楼,岳麓,0,240,19673元/平米
4室2厅 ,122平米,南,低层,简装修,2016年,有 ,个人产权,普通住宅,平层,板楼,岳麓,0,240,19673元/平米
4室2厅 ,122平米,南,中层,毛坯,2015年,有 ,个人产权,普通住宅,平层,塔板结合,芙蓉,1,123.8,10148元/平米
4室2厅 ,122平米,南,中层,豪华装修,2001年,有 ,商品房,,,板楼,芙蓉,1,123.8,10148元/平米
4室2厅 ,122平米,南,低层,简装修,2000年,有 ,商品房,普通住宅,,板楼,长沙县,0,98,8033元/平米
4室2厅 ,123.03平米,南,高层,精装修,2002年,有 ,个人产权,普通住宅,平层,钢混,雨花,0,138,11217元/平米
4室2厅 ,123.03平米,南,中层,简装修,2004年,有 ,房改房,经济适用房,平层,,雨花,1,138,11217元/平米
4室2厅 ,123.12平米,南,高层,简装修,2000年,有 ,商品房(免税),普通住宅,平层,板楼,开福,0,148,12021元/平米
4室2厅 ,123.28平米,南,中层,简装修,2000年,无 ,商品房,普通住宅,平层,板楼,岳麓,0,157.9,12809元/平米
4室2厅 ,123.41平米,南,高层,精装修,2012年,无 ,商品房,普通住宅,,板楼,岳麓,1,103,8347元/平米
4室2厅 ,123.45平米,南,高层,简装修,2014年,无 ,个人产权,普通住宅,平层,钢混,开福,1,186.9,15140元/平米
4室2厅 ,123.46平米,南,中层,毛坯,2020年,有 ,个人产权,普通住宅,平层,钢混,岳麓,1,128,10368元/平米
4室2厅 ,123.49平米,南,中楼层,暂无,,,,,,,长沙县,0,122,9880元/平米
4室2厅 ,123.55平米,南,低层,精装修,2007年,有 ,个人产权,普通住宅,平层,板楼,长沙县,1,102.5,8297元/平米
4室2厅 ,123.57平米,南,中层,暂无,2015年,有 ,个人产权,普通住宅,平层,钢混,岳麓,0,113.8,9210元/平米
4室2厅 ,123.58平米,南,中层,简装修,2011年,有 ,商品房,普通住宅,,板楼,长沙县,0,102,8254元/平米
4室2厅 ,123.64平米,南,低层,精装修,2011年,有 ,个人产权,普通住宅,平层,钢混,岳麓,0,120,9706元/平米
4室2厅 ,123.68平米,南,中层,毛坯,2018年,有 ,商品房,普通住宅,平层,板楼,望城,1,109.8,8878元/平米
4室2厅 ,123.6平米,南,中楼层,暂无,,,,,,,长沙县,0,105,8496元/平米
4室2厅 ,123.78平米,南,高层,暂无,2014年,有 ,个人产权,普通住宅,平层,钢混,天心,0,122,9857元/平米
4室2厅 ,123.78平米,南,中层,精装修,2006年,无 ,个人产权,普通住宅,平层,板楼,岳麓,0,137,11069元/平米
4室2厅 ,123.81平米,东南,中层,中装修,2010年,无 ,个人产权,普通住宅,平层,塔楼,望城,0,122.5,9895元/平米
4室2厅 ,123.83平米,东南,高楼层,暂无,,,,,,,望城,0,135,10903元/平米
4室2厅 ,123.83平米,南,高层,简装修,2000年,有 ,商品房,普通住宅,平层,板楼,望城,1,119,9610元/平米
4室2厅 ,123.8平米,南,低层,豪华装修,2007年,有 ,商品房,普通住宅,平层,钢混,雨花,1,154,12440元/平米
4室2厅 ,123.8平米,南,中楼层,暂无,,,,,,,岳麓,0,110.8,8950元/平米
4室2厅 ,123平米,南,高层,简装修,2008年,有 ,个人产权,普通住宅,平层,板楼,开福,1,125,10163元/平米
4室2厅 ,123平米,南,低层,毛坯,2016年,无 ,个人产权,普通住宅,平层,板楼,开福,1,186,15122元/平米
4室2厅 ,123平米,南,中层,暂无,1998年,无 ,商品房,普通住宅,平层,板楼,开福,0,184.5,15000元/平米
4室2厅 ,123平米,南,低楼层,暂无,,,,,,,天心,0,122,9919元/平米
4室2厅 ,123平米,南,高层,简装修,2000年,无 ,商品房,,,,天心,1,122,9919元/平米
4室2厅 ,123平米,南,中楼层,暂无,,,,,,,雨花,1,135,10976元/平米
4室2厅 ,123平米,南,中层,简装修,2000年,无 ,个人产权,普通住宅,平层,砖混,开福,1,175,14228元/平米
4室2厅 ,123平米,南,中层,精装修,2004年,有 ,商品房,普通住宅,平层,板楼,芙蓉,1,133,10814元/平米
4室2厅 ,123平米,南,中层,毛坯,2012年,有 ,商品房,,,板楼,开福,0,132,10732元/平米
4室2厅 ,124.16平米,南,中层,暂无,2008年,有 ,个人产权,普通住宅,平层,塔楼,岳麓,0,180,14498元/平米
4室2厅 ,124.19平米,南,中层,简装修,2008年,有 ,商品房,普通住宅,,板楼,天心,0,164.8,13270元/平米
4室2厅 ,124.19平米,南,中层,精装修,2012年,有 ,个人产权,普通住宅,平层,板楼,天心,1,168,13528元/平米
4室2厅 ,124.35平米,南,中楼层,暂无,,,,,,,天心,0,111.6,8975元/平米
4室2厅 ,124.35平米,南,中层,中装修,2010年,无 ,个人产权,普通住宅,平层,板楼,天心,1,111.6,8975元/平米
4室2厅 ,124.48平米,北,高层,精装修,2009年,有 ,商品房,普通住宅,,板楼,长沙县,0,85.8,6893元/平米
4室2厅 ,124.5平米,南,中层,简装修,2001年,有 ,个人产权,普通住宅,平层,板楼,岳麓,0,202,16225元/平米
4室2厅 ,124.62平米,南,中层,毛坯,2018年,有 ,商品房(免税),普通住宅,平层,板楼,岳麓,1,140,11235元/平米
4室2厅 ,124.62平米,南,高层,毛坯,2014年,有 ,商品房,普通住宅,平层,板楼,岳麓,1,140,11235元/平米
4室2厅 ,124.63平米,东南,高楼层,暂无,,,,,,,天心,1,108,8666元/平米
4室2厅 ,124.7平米,南,低楼层,暂无,,,,,,,岳麓,1,125,10025元/平米
4室2厅 ,124.84平米,南,高层,精装修,2008年,有 ,商品房,普通住宅,平层,钢混,天心,0,108,8652元/平米
4室2厅 ,124.84平米,南,低层,毛坯,2015年,有 ,商品房,普通住宅,平层,板楼,天心,0,112,8972元/平米
4室2厅 ,124.84平米,南,中层,精装修,2017年,有 ,个人产权,普通住宅,平层,钢混,天心,1,112,8972元/平米
4室2厅 ,124.88平米,南,高层,简装修,2004年,无 ,个人产权,普通住宅,平层,钢混,长沙县,1,125,10010元/平米
4室2厅 ,124.94平米,南,中层,精装修,2008年,有 ,商品房,普通住宅,,板楼,雨花,1,153.8,12310元/平米
4室2厅 ,124.94平米,南,高层,精装修,2014年,有 ,商品房,普通住宅,平层,钢混,雨花,0,170,13607元/平米
4室2厅 ,124.94平米,西南,中层,毛坯,2020年,有 ,个人产权,普通住宅,平层,钢混,芙蓉,0,101.9,8156元/平米
4室2厅 ,124平米,南,中层,简装修,2012年,有 ,商品房,普通住宅,,板楼,芙蓉,0,124,10000元/平米
4室2厅 ,124平米,南,高层,毛坯,2019年,无 ,商品房,普通住宅,平层,板楼,岳麓,0,124,10000元/平米
4室2厅 ,124平米,南,中楼层,暂无,2000-03-01年,,,,,,长沙县,1,138.8,11194元/平米
4室2厅 ,124平米,南,低楼层,暂无,,,,,,,岳麓,0,151,12178元/平米
4室2厅 ,124平米,南,低层,中装修,2008年,有 ,个人产权,普通住宅,平层,钢混,望城,0,130,10484元/平米
4室2厅 ,124平米,南,高层,简装修,2000年,无 ,商品房,普通住宅,,板楼,天心,0,96.8,7807元/平米
4室2厅 ,124平米,南,高楼层,暂无,,,,,,,望城,1,142,11452元/平米
4室2厅 ,124平米,南,低层,毛坯,2016年,有 ,个人产权,普通住宅,平层,钢混,望城,0,118,9517元/平米
4室2厅 ,124平米,南,低层,精装修,1990年,无 ,个人产权,普通住宅,平层,砖混,望城,1,118,9517元/平米
4室2厅 ,124平米,南,中层,精装修,2005年,有 ,商品房,普通住宅,平层,板楼,望城,1,121,9759元/平米
4室2厅 ,124平米,南,高层,毛坯,2020年,有 ,商品房,普通住宅,平层,,长沙县,0,105.8,8533元/平米
4室2厅 ,125.08平米,东,高层,简装修,2012年,有 ,个人产权,普通住宅,平层,塔板结合,长沙县,1,96.7,7732元/平米
4室2厅 ,125.14平米,南,中层,简装修,2005年,有 ,商品房,普通住宅,,板楼,开福,1,168,13425元/平米
4室2厅 ,125.25平米,南,低层,毛坯,2019年,有 ,商品房,普通住宅,,板楼,天心,0,130,10380元/平米
4室2厅 ,125.25平米,南,高层,精装修,2002年,无 ,房改房,普通住宅,平层,板楼,天心,0,125,9981元/平米
4室2厅 ,125.27平米,南,低楼层,暂无,,,,,,,天心,0,156,12454元/平米
4室2厅 ,125.27平米,南,低层,精装修,2002年,有 ,商品房,普通住宅,平层,板楼,天心,0,156,12454元/平米
4室2厅 ,125.2平米,南,低楼层,暂无,,,,,,,雨花,0,160,12780元/平米
4室2厅 ,125.39平米,南,高层,中装修,2005年,无 ,经济适用房,普通住宅,平层,,天心,0,109,8693元/平米
4室2厅 ,125.3平米,南,中楼层,暂无,,,,,,,望城,0,96,7662元/平米
4室2厅 ,125.43平米,南,高层,精装修,2006年,有 ,商品房,普通住宅,平层,板楼,岳麓,0,175,13953元/平米
4室2厅 ,125.47平米,南,高层,简装修,2008年,有 ,商品房,普通住宅,,板楼,雨花,1,125,9963元/平米
4室2厅 ,125.52平米,南,低层,暂无,,无 ,个人产权,普通住宅,平层,砖混,望城,0,120,9561元/平米
4室2厅 ,125.52平米,南,高层,精装修,2006年,无 ,商品房,普通住宅,平层,板楼,开福,1,167,13305元/平米
4室2厅 ,125.67平米,南,中层,精装修,2008年,有 ,商品房,普通住宅,,板楼,天心,0,125,9947元/平米
4室2厅 ,125.67平米,南,高层,精装修,2002年,无 ,个人产权,,平层,板楼,天心,1,134.6,10711元/平米
4室2厅 ,125.6平米,东南,中楼层,暂无,,,,,,,长沙县,0,106,8440元/平米
4室2厅 ,125.6平米,东南,中层,精装修,2002年,有 ,经济适用房,普通住宅,平层,塔楼,长沙县,1,84.9,6758元/平米
4室2厅 ,125.7平米,南,低层,简装修,2006年,无 ,个人产权,普通住宅,平层,板楼,长沙县,1,125,9945元/平米
4室2厅 ,125.8平米,南,中层,精装修,2000年,无 ,商品房,普通住宅,平层,板楼,长沙县,0,115,9142元/平米
4室2厅 ,125平米,东南,中层,中装修,2011年,有 ,个人产权,普通住宅,平层,板楼,岳麓,0,132,10560元/平米
4室2厅 ,125平米,南,中层,简装修,2000年,有 ,商品房,普通住宅,,板楼,岳麓,1,160,12800元/平米
4室2厅 ,125平米,南,高层,毛坯,2015年,无 ,商品房,商住楼,复式,,岳麓,0,218.8,17500元/平米
